generation,best_fitness,mean_fitness
7.300000000000000000e+01,5.063818426621086388e+00,1.777249623563376790e+00
7.400000000000000000e+01,5.063818426621086388e+00,1.366342138591134292e+00
7.500000000000000000e+01,5.063818426621086388e+00,1.610276836741884710e+00
7.600000000000000000e+01,5.063818426621086388e+00,1.440801801592171971e+00
7.700000000000000000e+01,5.063818426621086388e+00,1.127518300650107497e+00
7.800000000000000000e+01,5.063818426621086388e+00,1.223340093536613882e+00
7.900000000000000000e+01,5.063818426621086388e+00,1.307448554586759570e+00
8.000000000000000000e+01,5.063818426621086388e+00,1.778783049624735657e+00
8.100000000000000000e+01,5.063818426621086388e+00,1.819876339555482447e+00
8.200000000000000000e+01,5.063818426621086388e+00,1.296093011641531900e+00
8.300000000000000000e+01,5.063818426621086388e+00,1.401283012803721473e+00
8.400000000000000000e+01,5.063818426621086388e+00,1.385241364639383965e+00
8.500000000000000000e+01,5.063818426621086388e+00,1.497483493493464879e+00
8.600000000000000000e+01,5.063818426621086388e+00,1.361898121706628162e+00
8.700000000000000000e+01,5.063818426621086388e+00,1.512474790916324308e+00
8.800000000000000000e+01,5.070035824241012179e+00,1.599041564329652054e+00
8.900000000000000000e+01,5.070035824241012179e+00,1.879089542731883000e+00
9.000000000000000000e+01,5.070035824241012179e+00,1.322114517019306934e+00
9.100000000000000000e+01,5.070035824241012179e+00,1.565956965845687110e+00
9.200000000000000000e+01,5.070035824241012179e+00,1.561330205233392832e+00
9.300000000000000000e+01,5.070035824241012179e+00,1.333685256327667323e+00
9.400000000000000000e+01,5.070035824241012179e+00,2.201381435451385649e+00
9.500000000000000000e+01,5.090828250827691193e+00,1.395325529831175082e+00
9.600000000000000000e+01,5.090828250827691193e+00,1.223285417629381255e+00
9.700000000000000000e+01,5.090828250827691193e+00,1.594727225922630165e+00
9.800000000000000000e+01,5.090828250827691193e+00,1.376153477522205515e+00
9.900000000000000000e+01,5.090828250827691193e+00,1.480904415152372922e+00
1.000000000000000000e+02,5.090828250827691193e+00,1.961341235694205931e+00
