generation,best_fitness,mean_fitness
2.810000000000000000e+02,4.918636716538378195e-01,4.849046083094273873e-01
2.820000000000000000e+02,4.918636716538378195e-01,4.857185614641575944e-01
2.830000000000000000e+02,4.918636716538378195e-01,4.866549598964664547e-01
2.840000000000000000e+02,4.918636716538378195e-01,4.849294718230227619e-01
2.850000000000000000e+02,4.918636716538378195e-01,4.858634490346639967e-01
2.860000000000000000e+02,4.918636716538378195e-01,4.856245553235438162e-01
2.870000000000000000e+02,4.918636716538378195e-01,4.842723498241155444e-01
2.880000000000000000e+02,4.918636716538378195e-01,4.860361808534842121e-01
2.890000000000000000e+02,4.918636716538378195e-01,4.873210589946516680e-01
2.900000000000000000e+02,4.918636716538378195e-01,4.857930857367114830e-01
2.910000000000000000e+02,4.918636716538378195e-01,4.858125559704813412e-01
2.920000000000000000e+02,4.918636716538378195e-01,4.829184868458014646e-01
2.930000000000000000e+02,4.918636716538378195e-01,4.858653966724414408e-01
2.940000000000000000e+02,4.918636716538378195e-01,4.840893492357870587e-01
2.950000000000000000e+02,4.918636716538378195e-01,4.864399072242570066e-01
2.960000000000000000e+02,4.918636716538378195e-01,4.836407536817340369e-01
2.970000000000000000e+02,4.918636716538378195e-01,4.847024424379373642e-01
2.980000000000000000e+02,4.918636716538378195e-01,4.829868527962442037e-01
2.990000000000000000e+02,4.918636716538378195e-01,4.809968275170659058e-01
3.000000000000000000e+02,4.918636716538378195e-01,4.836540085860890903e-01
